2023-08-21 14:51:20,902 INFO Horse: Создание Horse, имя [Bucephalus], скорость [2.4]
2023-08-21 14:51:20,911 INFO Horse: Создание Horse, имя [Ace of Spades], скорость [2.5]
2023-08-21 14:51:20,911 INFO Horse: Создание Horse, имя [Zephyr], скорость [2.6]
2023-08-21 14:51:20,911 INFO Horse: Создание Horse, имя [Blaze], скорость [2.7]
2023-08-21 14:51:20,911 INFO Horse: Создание Horse, имя [Lobster], скорость [2.8]
2023-08-21 14:51:20,912 INFO Horse: Создание Horse, имя [Pegasus], скорость [2.9]
2023-08-21 14:51:20,912 INFO Horse: Создание Horse, имя [Cherry], скорость [3.0]
2023-08-21 14:51:20,913 INFO Main: Начало скачек. Количество участников: 7
2023-08-21 14:51:41,244 INFO Main: Окончание скачек. Победитель: Lobster
2023-08-21 16:25:46,739 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:46,744 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:46,753ERROR Horse: Name is null
2023-08-21 16:25:46,761ERROR Horse: Distance is negative
2023-08-21 16:25:46,763 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,716 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,740ERROR Horse: Speed is negative
2023-08-21 16:25:47,744 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,861ERROR Horse: Name is blank
2023-08-21 16:25:47,880ERROR Horse: Name is blank
2023-08-21 16:25:47,890ERROR Horse: Name is blank
2023-08-21 16:25:47,897ERROR Horse: Name is blank
2023-08-21 16:25:47,902ERROR Horse: Name is blank
2023-08-21 16:25:47,917 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,924 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,930 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,936 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:25:47,943 INFO Horse: Создание Horse, имя [Asd], скорость [2.2]
2023-08-21 16:31:59,951ERROR Hippodrome: Horses list is null
2023-08-21 16:32:01,170 INFO Horse: Создание Horse, имя [Asd], скорость [0.0]
2023-08-21 16:32:01,171 INFO Horse: Создание Horse, имя [Asd], скорость [1.0]
2023-08-21 16:32:01,171 INFO Horse: Создание Horse, имя [Asd], скорость [2.0]
2023-08-21 16:32:01,171 INFO Horse: Создание Horse, имя [Asd], скорость [3.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [4.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [5.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [6.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [7.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [8.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [9.0]
2023-08-21 16:32:01,172 INFO Horse: Создание Horse, имя [Asd], скорость [10.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [11.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [12.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [13.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [14.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [15.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [16.0]
2023-08-21 16:32:01,173 INFO Horse: Создание Horse, имя [Asd], скорость [17.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [18.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [19.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [20.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [21.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [22.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [23.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [24.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [25.0]
2023-08-21 16:32:01,174 INFO Horse: Создание Horse, имя [Asd], скорость [26.0]
2023-08-21 16:32:01,175 INFO Horse: Создание Horse, имя [Asd], скорость [27.0]
2023-08-21 16:32:01,175 INFO Horse: Создание Horse, имя [Asd], скорость [28.0]
2023-08-21 16:32:01,175 INFO Horse: Создание Horse, имя [Asd], скорость [29.0]
